Bahrain;2003;20.265;2.664;74.9602195121951;732541.0;710.0;1031.74788732394
Denmark;1981;11.2;10.9;74.1017073170732;5123027.0;43090.0;120.883128834356
Paraguay;2000;28.511;5.845;69.8125365853659;5240321.0;406750.0;13.1898338786811
Cuba;1988;17.464;6.651;74.6077073170732;10285920.0;109890.0;95.7720670391061
Guatemala;2004;35.492;6.014;69.0151951219512;12062835.0;108890.0;112.568449048152
Kenya;1996;38.438;10.884;55.9554146341464;27418077.0;580370.0;48.1745739185438
Mexico;1985;30.742;6.1;68.3720243902439;76351106.0;1964380.0;39.2762704802078
Burkina Faso;1988;47.982;17.142;49.4722682926829;8140076.0;274220.0;29.7517397660819
Malawi;1983;54.208;21.086;45.1129512195122;6559281.0;118480.0;69.5723483241409
Grenada;1987;32.386;8.48;67.6984878048781;100146.0;340.0;294.547058823529
New Caledonia;1995;23.2;5.8;70.6731707317073;187111.0;18580.0;10.2358315098468
Australia;2003;12.8;6.8;79.9365853658537;19651400.0;7741220.0;2.55800997097223
Sudan;2010;35.352;8.742;61.2464634146342;34853178.0;2505810.0;18.6758202861953
Cyprus;1997;15.73;6.895;77.4190975609756;873246.0;9250.0;94.5071428571429
Afghanistan;1980;51.725;23.196;40.7481707317073;13257128.0;652860.0;20.3062341083846
Greece;1996;9.5;9.4;77.5853658536585;10634385.0;131960.0;82.5010473235066
Uruguay;2003;16.014;9.404;75.0861219512195;3327500.0;176220.0;19.0121129013827
St. Vincent and the Grenadines;2013;16.576;7.185;72.4012195121951;109373.0;390.0;280.44358974359
Guatemala;2006;34.551;5.832;69.6089756097561;12678919.0;108890.0;118.317646509892
Finland;2011;11.4;9.5;79.8707317073171;5363352.0;338420.0;17.6484106614018
Central African Republic;1985;42.34;17.253;48.7345365853659;2555936.0;622980.0;4.10275771292818
Chile;1987;23.692;5.927;72.202512195122;12331704.0;756096.0;16.5853036587531
Dominican Republic;1995;27.747;5.982;69.4832682926829;7834359.0;48670.0;162.13491307947
Sao Tome and Principe;1990;37.61;9.94;61.604243902439;114647.0;960.0;119.423958333333
South Korea;2013;9.6;5.3;81.3682926829268;50004441.0;100150.0;513.656302003082
Togo;2013;36.832;10.859;56.1503414634146;6642928.0;56790.0;122.13509836367
Guyana;1967;34.317;9.786;59.0058536585366;657975.0;214970.0;3.34489858166845
Iran;1993;29.114;6.427;65.7293658536586;58307457.0;1745150.0;35.8032955696785
Chile;1988;23.657;5.842;72.5558780487805;12541298.0;756096.0;16.8671933420485
Kiribati;2006;24.796;6.429;66.2632682926829;90468.0;810.0;111.688888888889
Nicaragua;1996;32.84;5.936;67.342243902439;4659458.0;130370.0;38.7191125145421
Mongolia;2001;19.333;7.686;62.9237073170732;2397473.0;1564120.0;1.54321236386107
Mali;1994;47.678;19.326;47.3422926829268;8535338.0;1240190.0;6.99508928937297
Trinidad and Tobago;2000;14.784;7.976;68.5515609756098;1264781.0;5130.0;246.546003898635
Bolivia;1998;33.126;8.928;61.8572195121951;7978521.0;1098580.0;7.36501523123788
Singapore;2002;11.8;4.4;78.3512195121951;4138000.0;680.0;6176.11940298507
Colombia;1987;28.741;6.273;67.7768048780488;30718127.0;1141750.0;27.6864596665164
Angola;2002;50.257;18.753;45.9731463414634;14385283.0;1246700.0;11.5386885377396
Philippines;1987;34.605;7.112;64.1557804878049;55811616.0;300000.0;187.180521179193
Paraguay;1994;31.687;6.196;68.5508536585366;4581390.0;406750.0;11.5313113516235
Belize;2003;28.052;5.29;71.1369512195122;251766.0;22970.0;11.037527400263
Benin;1990;46.531;14.919;52.7934634146341;4836240.0;114760.0;42.8896771904931
Italy;2001;9.5;9.8;79.7780487804878;56942108.0;301340.0;193.608201013226
Israel;1993;21.5;6.4;76.5048780487805;5123000.0;22070.0;236.73752310536
India;1980;35.381;12.585;54.9194146341463;683032539.0;3287260.0;229.730538243435
Mexico;1991;28.235;5.418;70.7957317073171;86077004.0;1964380.0;44.2794331129916
Romania;1995;10.9;11.7;69.509756097561;22730211.0;238390.0;99.0379983442987
Japan;1994;9.6;7.1;79.2936585365854;124536000.0;377800.0;341.568842567197
Zimbabwe;2003;32.01;17.486;42.9057317073171;12640922.0;390760.0;32.6765464650381
Indonesia;2010;20.435;6.362;69.9330975609756;237486894.0;1904570.0;131.094516910746
Ethiopia;1985;49.111;20.852;44.1686097560976;39493610.0;1221900.0;35.870672116258
Yemen;1968;52.647;26.867;38.6715365853659;5783454.0;527970.0;10.9541337575999
Cabo Verde;1984;41.583;9.813;62.3089512195122;317457.0;4030.0;78.7734491315136
Paraguay;1998;29.505;5.966;69.3270487804878;5021271.0;406750.0;12.6384872892021
Congo Dem. Rep.;2012;43.585;15.963;49.3007073170732;63931512.0;2344860.0;28.2003096535145
Angola;2007;48.825;16.257;49.0070487804878;17122409.0;1246700.0;13.7341854495869
Madagascar;1980;45.639;17.267;48.7090731707317;8507958.0;587040.0;14.6300478041063
United Kingdom;2012;12.8;8.7;80.9512195121951;63258918.0;243610.0;261.47612119208
Bulgaria;2006;9.2;14.6;72.5609756097561;7739900.0;111000.0;71.2435567010309
Poland;2005;9.3;9.5;74.8463414634146;38182222.0;312690.0;125.475589878409
Nicaragua;1991;36.856;7.42;64.135;4137788.0;130370.0;34.384144922719
Guyana;1965;35.298;10.015;58.7495609756098;623794.0;214970.0;3.17113517360582
Grenada;1993;25.719;8.631;68.8256097560976;97201.0;340.0;285.885294117647
Syrian Arab Republic;2001;30.471;3.661;73.3302926829268;16371208.0;185180.0;89.0804657742953
Sao Tome and Principe;1998;35.797;8.9;62.8599024390244;134029.0;960.0;139.613541666667
Lebanon;1989;25.708;6.969;69.6532926829268;2668593.0;10450.0;260.859530791789
Costa Rica;2011;15.704;4.17;79.2797073170732;4669685.0;51100.0;91.454857030944
Jordan;1998;32.436;4.364;71.2635609756098;4459000.0;88780.0;50.5326382592928
Madagascar;2009;36.153;7.805;62.474756097561;19926785.0;587040.0;34.2655449324208
South Africa;1981;34.923;10.748;56.9730731707317;27576000.0;1219090.0;22.7320314238845
Netherlands;1986;12.3;8.5;76.2846341463415;14491632.0;41530.0;429.254502369668
Finland;1991;13.1;10.0;74.8131707317073;4986431.0;338150.0;16.3709609639187
Chile;1994;21.477;5.443;74.4367804878049;13958378.0;756096.0;18.7730696190615
Bhutan;1972;48.347;25.512;37.6844146341463;301758.0;47000.0;6.45844658947413
Venezuela;1989;29.861;4.956;70.6243658536585;18766017.0;912050.0;21.2754571736296
Trinidad and Tobago;1988;24.449;7.601;67.7429268292683;1195243.0;5130.0;232.990838206628
Netherlands;1993;13.0;8.6;77.2170731707317;15184166.0;41530.0;449.767950236967
Australia;1999;13.3;6.8;78.6317073170732;18711000.0;7741220.0;2.43559871392682
Ethiopia;2007;37.801;10.342;57.6152195121951;78290649.0;1104300.0;78.290649
Bulgaria;1994;10.0;12.9;71.3468292682927;8472313.0;110990.0;76.5824188737232
Israel;2003;21.2;5.8;79.4512195121951;6570000.0;22070.0;303.604436229205
Denmark;2002;12.2;10.9;76.7926829268293;5358783.0;43090.0;126.297030403017
Kuwait;1984;35.153;3.47;70.6367804878049;1576266.0;17820.0;88.4548821548822
Morocco;1986;34.974;8.72;61.4207804878049;22277541.0;446550.0;49.9160676674882
St. Lucia;1981;35.619;6.663;68.7819512195122;117984.0;620.0;193.416393442623
New Zealand;1963;26.2;8.9;71.2317073170732;2482000.0;267710.0;9.42615168432646
Guatemala;1989;39.628;9.241;61.1698780487805;8491594.0;108890.0;79.2421985815603
Oman;1981;49.743;10.054;59.73;1154375.0;309500.0;3.72980613893376
Jamaica;2002;18.92;6.38;70.6046097560976;2605556.0;10990.0;240.586888273315
Cote d'Ivoire;2011;36.533;14.875;49.6752926829268;18976588.0;322460.0;59.6748050314465
Austria;1991;11.6;10.7;75.53;7677850.0;83870.0;93.1212856276531
Zambia;1997;45.133;20.809;40.7814390243902;9073311.0;752610.0;12.2053175318473
Tonga;1990;31.352;5.915;69.4576829268293;94952.0;750.0;131.877777777778
Portugal;1988;12.3;9.5;73.6658536585366;10030031.0;92120.0;109.617825136612
Nigeria;1990;44.354;18.402;46.1498292682927;93179760.0;923770.0;102.308771698673
French Polynesia;1987;30.377;5.704;67.7743902439024;180069.0;4000.0;49.1991803278689
India;1985;33.526;11.521;56.8003414634146;764749394.0;3287260.0;257.21511036967
Bangladesh;1990;36.031;10.417;59.4875853658537;104779345.0;148460.0;804.942344626258
Colombia;2006;21.266;5.526;72.2606097560976;43184026.0;1141750.0;38.922060387562
Guyana;1960;31.348;8.174;65.21317073170735;3623828.5;342824.6666666667;12.19736120470435
Morocco;1991;29.998;7.061;64.683;24674974.0;446550.0;55.2878646650235
Bangladesh;2009;21.725;6.091;68.6807073170732;147969967.0;144000.0;1136.74400399478
New Zealand;1992;17.4;8.0;76.0317073170732;3495100.0;267710.0;13.2737077968934
Germany;1983;11.0;12.0;73.2309756097561;78333366.0;356970.0;224.367330220835
Togo;2011;37.492;11.275;55.4688780487805;6306014.0;56790.0;115.940687626402
Cote d'Ivoire;2009;36.318;15.479;48.7866341463415;18260044.0;322460.0;57.4215220125786
Algeria;2002;19.339;5.26;69.1204390243903;32150198.0;2381740.0;13.4986178172261
Antigua and Barbuda;1999;20.352;7.018;72.9737804878049;74206.0;440.0;168.65
Cote d'Ivoire;2003;37.613;17.318;46.2835853658537;16674987.0;322460.0;52.4370660377358
Romania;1991;13.6;10.6;69.7412195121951;23201835.0;238390.0;101.163440156965
Vietnam;2006;16.967;5.442;74.6278536585366;82393500.0;331212.0;265.725481342923
Cyprus;2010;11.717;6.836;79.1538292682927;1090553.0;9250.0;118.025216450216
Tunisia;2008;17.4;5.5;74.2024390243903;10225100.0;163610.0;65.8155252317199
Uganda;1987;49.516;16.679;48.999512195122;15180721.0;241550.0;75.9757819928932
Tonga;1991;31.13;5.962;69.5823170731707;95165.0;750.0;132.173611111111
Angola;2006;49.224;16.638;48.5388048780488;16544376.0;1246700.0;13.2705350124328
Guinea-Bissau;2002;41.273;14.653;51.609756097561;1301748.0;36130.0;46.2926031294452
Cabo Verde;2009;21.757;5.253;73.1096341463415;484651.0;4030.0;120.260794044665
Guam;2010;17.99;4.751;77.8390487804878;158621.0;540.0;293.742592592593
Senegal;1996;41.314;11.164;57.3796097560976;8711528.0;196710.0;45.2476393289357
Costa Rica;2012;15.502;4.19;79.4895609756098;4737680.0;51100.0;92.7865256560909
Poland;2000;9.9;9.9;73.0439024390244;38660271.0;312690.0;126.221133566228
Chile;2007;14.922;5.227;78.289756097561;16504530.0;756096.0;22.1974709898162
Dominican Republic;1984;33.088;7.351;64.3080731707317;6240380.0;48670.0;129.146937086093
Vanuatu;1994;35.362;7.577;64.5593414634146;159814.0;12190.0;13.1102543068089
Sao Tome and Principe;1991;37.176;9.747;61.7714390243902;117395.0;960.0;122.286458333333
Congo;1989;38.823;11.922;56.0437073170732;2258785.0;342000.0;6.61430453879941
Cuba;2009;10.385;7.315;78.3410487804878;11296355.0;109890.0;106.128851935363
India;2000;26.049;9.043;61.7654634146342;1025014711.0;3287260.0;344.752508585055
Turkey;2011;17.746;5.751;74.2111951219512;72137546.0;783560.0;93.7301638449645
Bolivia;2004;29.874;8.012;64.0202682926829;9016787.0;1098580.0;8.32344410597249
Sri Lanka;1997;18.801;7.422;69.3825853658537;18336000.0;65610.0;292.393557646308
Djibouti;1990;40.559;10.636;56.4736097560976;560124.0;23200.0;24.1641069887834
Fiji;1984;32.664;6.887;63.8533414634146;685422.0;18270.0;37.5162561576355
Malaysia;1995;27.112;4.639;71.6506585365854;20206546.0;330800.0;61.5021944909451
Guinea;1993;45.663;16.277;51.0040975609756;6734242.0;245860.0;27.4061614846166
Iraq;1972;45.028;11.319;58.8305853658537;10255904.0;438320.0;23.4490339986739
Canada;2002;10.6;7.1;79.4878048780488;31081900.0;9984670.0;3.41803110130192
Panama;2001;23.902;4.782;75.1166341463415;3054812.0;75420.0;41.0924401398978
Kenya;2012;36.104;8.789;60.3709024390244;42027891.0;580370.0;73.8445566995818
Myanmar;1988;29.8;10.827;57.6061707317073;40042444.0;676590.0;61.2700737521804
Sierra Leone;1983;47.617;23.574;40.8703658536585;3330947.0;72300.0;46.1477833194791
Syrian Arab Republic;1993;34.081;4.317;70.9550975609756;13187960.0;185180.0;71.7594950484275
Vanuatu;2013;26.907;4.791;71.4106829268293;247262.0;12190.0;20.2840032813782
Argentina;1987;22.329;8.403;70.7990731707317;30796481.0;2780400.0;11.2531857828252
Jordan;1992;34.175;4.974;70.1573170731707;3545000.0;88780.0;40.1745240253853
Poland;2009;10.9;10.0;75.5439024390244;38125759.0;312680.0;125.322986654395
Romania;1990;16.0;10.7;69.5307317073171;23161458.0;238390.0;100.987390451275
Somalia;1984;46.205;19.277;45.7193414634146;6199671.0;637660.0;9.88247361877132
Hungary;1990;11.8;13.8;69.4617073170732;10481719.0;93030.0;116.632012907533
Uruguay;2005;15.65;9.374;75.5132682926829;3323822.0;176220.0;18.9910981602103
Rwanda;1986;52.342;15.578;49.3342682926829;6112554.0;26340.0;247.772760437779
Guyana;1982;27.746;9.152;60.8012926829268;775662.0;214970.0;3.94037084074168
Jordan;1991;34.437;5.114;69.9208536585366;3170000.0;88780.0;35.9247506799637
Finland;2004;10.9;9.4;78.3682926829268;5213014.0;338150.0;17.1148560359828
Uruguay;1991;18.276;9.788;72.5395365853659;3109941.0;176220.0;17.7690606787796
Burkina Faso;1992;47.296;16.963;49.3164634146342;9050090.0;274220.0;33.0778143274854
Cabo Verde;1990;39.731;8.314;65.5386829268293;346209.0;4030.0;85.9079404466501
Hungary;1999;9.5;13.7;70.5578048780488;10266570.0;93030.0;114.32706013363
Brazil;1965;40.584;12.036;56.5102926829268;82017016.0;8515770.0;9.81283108442788
Romania;1980;18.6;9.8;69.1531707317073;22090488.0;238390.0;95.9038291221672
Brazil;1980;32.222;8.817;62.3538292682927;118924135.0;8515770.0;14.2285406801035
Bhutan;1974;47.756;23.938;39.2874878048781;324583.0;47000.0;6.94696402200201
Cambodia;1982;46.118;33.832;35.8563414634146;6761653.0;181040.0;38.3053081803762
Hungary;1993;11.7;14.3;69.1170731707317;10369341.0;93030.0;115.381562256593
Panama;1997;24.787;4.81;74.3316341463415;2814525.0;75420.0;37.8601694915254
Nepal;1991;37.858;12.453;55.0364390243903;18111200.0;147180.0;126.651748251748
Maldives;2008;21.523;3.666;75.3374390243903;308239.0;300.0;1027.46333333333
Haiti;1978;39.83;16.266;49.7414878048781;5344538.0;27750.0;193.923730043541
Mongolia;1982;38.583;12.689;57.0640243902439;1733477.0;1564120.0;1.11580949561008
Belize;2001;29.15;5.487;70.5390487804878;238586.0;22970.0;10.4597106532223
Rwanda;1994;44.718;39.717;26.7637804878049;6066268.0;26340.0;245.89655451966
Zimbabwe;2013;31.594;9.698;58.0459756097561;13724317.0;390760.0;35.4771022360088
Kiribati;1996;33.367;8.264;62.5784634146342;76378.0;810.0;94.2938271604938
Guinea-Bissau;1980;46.084;19.981;45.6425853658537;808460.0;36130.0;28.7503556187767
Netherlands;1985;12.1;8.3;76.2331707317073;14424211.0;41530.0;427.257434834123
Paraguay;2005;26.185;5.589;71.1109268292683;5793330.0;406750.0;14.5817518248175
Tonga;2005;28.681;6.244;71.3144390243903;100319.0;750.0;139.331944444444
Congo Dem. Rep.;1991;48.35;18.041;47.4387804878049;34910591.0;2344860.0;15.3991270593944
Mauritius;2010;12.0;7.2;72.8824390243903;1275032.0;2040.0;628.094581280788
Iran;1983;44.405;13.122;53.8891463414634;42100410.0;1745150.0;25.8514690982776
Mauritania;2006;36.796;9.406;60.2426097560976;3146164.0;1030700.0;3.05245367226157
Saudi Arabia;2011;20.774;3.292;75.0756097560976;27258387.0;2149690.0;12.6801478352693
St. Lucia;1995;24.761;7.138;71.2051463414634;145262.0;620.0;238.134426229508
Paraguay;1987;35.898;6.674;67.411;3811042.0;406750.0;9.59235338535112
Puerto Rico;2008;11.86;7.44;78.4258536585366;3782995.0;8870.0;426.493235625705
Japan;1980;14.1;5.9;76.3375609756098;115870000.0;377800.0;316.239082969432
Haiti;1976;38.739;16.582;49.0093170731707;5143815.0;27750.0;186.640602322206
Brunei Darussalam;2003;21.527;2.77;76.4426341463415;346407.0;5770.0;65.7318785578748
Senegal;2002;39.794;10.515;58.1704146341463;10119118.0;196710.0;52.5586557939022
Sri Lanka;1998;18.645;7.466;69.5273170731707;18568000.0;65610.0;296.093127092968
Afghanistan;1999;50.869;12.916;53.9921951219512;19496836.0;652860.0;29.8637318873878
Liberia;2000;43.089;14.359;52.3011707317073;2741755.0;111370.0;28.4650643687708
Hungary;2005;9.4;13.1;72.6487804878049;10107146.0;93030.0;112.777795135015
Madagascar;1993;45.017;14.393;52.2801219512195;12263899.0;587040.0;21.0886594215359
Qatar;2011;11.676;1.462;78.1460487804878;1749713.0;11610.0;150.707407407407
Iceland;2001;14.0;6.8;79.6536585365854;281205.0;103000.0;2.80503740648379
Congo Dem. Rep.;2010;44.44;16.484;48.6978048780488;60486276.0;2344860.0;26.6806096027878
Cameroon;1998;41.806;13.744;52.7260975609756;14709426.0;475440.0;31.117230437266
Myanmar;1991;26.814;10.146;58.6951707317073;42123003.0;676590.0;64.4535958013281
Oman;2009;21.675;2.924;75.4470487804878;2593523.0;309500.0;8.37971890145396
Guinea-Bissau;1995;43.967;16.011;50.3270243902439;1114249.0;36130.0;39.624786628734
Cabo Verde;1995;35.02;7.352;67.1424878048781;389504.0;4030.0;96.6511166253102
Egypt;1999;25.334;7.038;68.0365853658537;64084443.0;1001450.0;64.3773599879452
New Zealand;1960;29.3605;9.027000000000001;67.155256097561;2002186.0;267683.3333333333;7.287117820976127
Honduras;2007;28.317;5.132;71.7026829268293;7037428.0;112490.0;62.8959513808204
Bangladesh;1980;43.624;14.328;54.0886829268293;80241773.0;148460.0;616.438296074364
Papua New Guinea;2006;32.64;8.292;60.6435853658537;6095959.0;462840.0;13.4610232743011
Belize;1997;31.788;5.68;70.0621463414634;212375.0;22970.0;9.31060938185007
Trinidad and Tobago;2010;15.245;9.067;69.482487804878;1322518.0;5130.0;257.800779727096
Tanzania;1981;46.739;15.425;50.4930731707317;18686808.0;947300.0;21.0959674870174
South Africa;2008;22.265;14.747;51.996512195122;48910248.0;1219090.0;40.3187298551633
Brunei Darussalam;1999;24.459;2.942;75.6022195121951;317214.0;5770.0;60.1924098671727
Gabon;1986;37.968;12.443;58.9983902439024;826025.0;267670.0;3.20574766173788
Cameroon;1981;45.926;15.807;51.2070243902439;8932121.0;475440.0;18.8955617609105
Ethiopia;1998;45.5;15.398;50.4066829268293;60584273.0;1104300.0;60.584273
Guinea;1981;47.264;23.243;41.2587804878049;4495479.0;245860.0;18.2951286016604
Djibouti;1995;37.136;10.692;57.0436585365854;652793.0;23200.0;28.1619068162209
Sao Tome and Principe;1997;35.745;8.98;62.7183170731707;132323.0;960.0;137.836458333333
Lao PDR;1993;41.737;12.288;55.6965365853659;4497827.0;236800.0;19.4879852686308
Argentina;2010;17.301;7.732;75.4870975609756;40023641.0;2780400.0;14.6248354764332
Poland;2013;10.0;10.0;76.7975609756098;38535873.0;312680.0;125.843749591797
Qatar;2005;16.341;1.808;77.324756097561;720383.0;11610.0;62.0484926787252
Aruba;2013;10.409;8.207;75.206756097561;102384.0;180.0;568.8
Congo;1991;38.296;12.237;55.1776829268293;2383283.0;342000.0;6.97886676427526
Costa Rica;2010;15.941;4.148;79.082512195122;4601424.0;51100.0;90.1179788484136
Philippines;1993;32.121;6.48;65.5605365853659;64996507.0;300000.0;217.984730187477
New Caledonia;1983;26.5;6.3;68.3170731707317;144500.0;18580.0;7.90481400437637
Syrian Arab Republic;2009;25.654;3.452;75.0151219512195;20346056.0;185180.0;110.793160531475
Albania;1987;26.951;5.567;71.6975609756098;3022635.0;28750.0;110.315145985401
Algeria;2009;23.516;5.666;70.3270731707317;35725377.0;2381740.0;14.9996964404175
Bulgaria;2012;9.6;14.7;74.1634146341463;7348328.0;111000.0;67.6890935887988
Belize;1999;30.386;5.625;70.1437804878049;225083.0;22970.0;9.86773345024112
United States;2002;14.1;8.5;76.7365853658537;284968955.0;9632030.0;31.1036283879362
Israel;1990;22.3;7.1;76.3073170731707;4518000.0;22070.0;208.780036968577
Austria;1986;11.6;11.7;73.7451219512195;7564985.0;83870.0;91.7523953911462
Guinea-Bissau;1988;45.713;17.944;47.9849512195122;951816.0;36130.0;33.8483641536273
Cuba;2002;12.785;7.117;76.8718048780488;11175465.0;109890.0;104.054608938547
Iraq;1980;40.406;9.659;60.6771219512195;13258367.0;438320.0;30.3138464000732
Venezuela;1993;27.333;4.831;71.4566829268293;20691641.0;912050.0;23.4585805793322
Sao Tome and Principe;1984;40.292;10.841;60.7085853658537;100515.0;960.0;104.703125
Bahrain;1998;22.901;2.98;73.987;597400.0;710.0;841.408450704225
Saudi Arabia;1985;41.339;6.604;66.0235365853659;12592829.0;2149690.0;5.85797440561197
Japan;2009;8.7;9.1;82.5875609756098;127704040.0;377940.0;350.35401920439
Solomon Islands;1997;37.002;8.869;60.2965853658537;369439.0;28900.0;13.1989639156842
Zimbabwe;1982;46.063;10.013;59.9449512195122;7572129.0;390760.0;19.5738115548662
Myanmar;1981;36.006;12.647;54.941512195122;34474755.0;676590.0;52.7507956666769
Malawi;2009;41.541;13.298;51.8057317073171;14138207.0;118480.0;149.959768773865
Switzerland;2004;9.8;8.6;80.5365853658537;7339001.0;41280.0;183.475025
United Arab Emirates;2010;16.224;1.143;76.4107073170732;7718319.0;83600.0;92.3243899521531
New Caledonia;1982;27.7;6.4;66.7024390243903;144000.0;18580.0;7.87746170678337
Portugal;2001;11.7;10.2;76.3146341463415;10289898.0;92120.0;112.457901639344
Tunisia;2007;17.1;5.6;73.9;10127900.0;163610.0;65.1898815653965
South Korea;1995;16.0;5.4;73.0431707317073;44641540.0;99260.0;462.798465685258
Austria;1983;12.5;12.0;72.8970731707317;7574140.0;83870.0;91.8634323832626
Zimbabwe;1992;36.35;9.709;57.9653414634146;10733048.0;390760.0;27.7447279307225
Paraguay;2010;24.503;5.585;71.9277804878049;6347383.0;406750.0;15.9762975081802
Lesotho;2000;32.055;15.385;49.0226097560976;1839611.0;30360.0;60.5932476943347
Vietnam;2001;17.306;5.398;73.6311219512195;77630900.0;329240.0;249.568893461069
Solomon Islands;1989;40.752;11.358;56.2772926829268;294962.0;28900.0;10.5381207574134
Romania;1988;16.7;11.1;69.2268292682927;22949430.0;238390.0;99.6328470955978
Burundi;1991;49.889;18.348;47.3291463414634;5605873.0;27830.0;218.297235202492
Germany;2002;8.9;10.1;78.3292682926829;82349925.0;357030.0;236.027300085985
Bolivia;1984;38.345;13.019;54.2602195121951;5762673.0;1098580.0;5.31955414012739
Barbados;2005;13.137;9.883;73.7700487804878;272205.0;430.0;633.03488372093
Iraq;1976;42.411;9.914;60.9927317073171;11684585.0;438320.0;26.7155611953266
Jordan;2003;30.546;4.024;72.1324878048781;5038000.0;88780.0;57.0942883046238
Colombia;1984;30.114;6.52;66.9469268292683;28803276.0;1141750.0;25.9605912573231
Venezuela;2006;22.143;5.072;73.2537804878049;26725897.0;912050.0;30.299752848478
Indonesia;2006;21.376;6.55;68.8544390243903;224480901.0;1904570.0;123.915112857908
Tunisia;1993;24.9;5.5;70.7560975609756;8489900.0;163610.0;54.6466271884655
Australia;2009;14.0;6.7;81.3951219512195;21249200.0;7741220.0;2.76599455892116
Kenya;1998;38.211;11.565;54.3472682926829;28943647.0;580370.0;50.8550567522929
Congo Dem. Rep.;2008;45.239;16.928;48.213512195122;57187942.0;2344860.0;25.2257082993317
Uruguay;2004;15.829;9.391;75.2996829268293;3325411.0;176220.0;19.0001771226146
Lesotho;1984;39.489;12.845;55.3138048780488;1406818.0;30360.0;46.3378787878788
Nigeria;1993;43.687;18.324;46.0749512195122;100592242.0;923770.0;110.447469723421
Libya;2013;21.138;4.191;75.1760487804878;6154623.0;1759540.0;3.49785909953738
Malaysia;2000;23.707;4.431;72.6638536585366;22896048.0;330800.0;69.6881692284279
Guinea;1992;46.038;16.643;50.5273414634146;6351760.0;245860.0;25.8495848933746
Kenya;1989;44.364;9.897;59.5274390243902;21896890.0;580370.0;38.4736444460063
United Arab Emirates;2006;16.302;1.471;75.5819512195122;4148883.0;83600.0;49.6277870813397
India;2001;25.622;8.898;62.1618536585366;1042261758.0;3287260.0;350.553364568023
Libya;1988;32.264;5.678;67.4973658536585;3961787.0;1759540.0;2.2516038282733
New Caledonia;2003;18.9;5.1;75.1024390243903;221490.0;18580.0;12.1165207877462
Netherlands;2006;11.5;8.4;79.3463414634146;16319868.0;41540.0;483.408412322275
