info,nombre,categ,tipo,emisor,admin,ambito,tema,lon,lat,region,cut_reg,provincia,cut_pro,comuna,cut_com
Cuarteles de Carabineros,RETEN INACALIRI (F),Base,RETEN,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-68.06666895517914,-22.028065765436526,Antofagasta,02,El Loa,022,Calama,02201
Cuarteles de Carabineros,RETEN JUAN LOPEZ,Base,RETEN,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.53507845082537,-23.510839265225684,Antofagasta,02,Antofagasta,021,Antofagasta,02101
Cuarteles de Carabineros,RETEN PLAYA BLANCA,Base,RETEN,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.4136229996883,-23.681266000012787,Antofagasta,02,Antofagasta,021,Antofagasta,02101
Cuarteles de Carabineros,RETEN SIERRA GORDA,Base,RETEN,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-69.3209737169522,-22.8911592254188,Antofagasta,02,Antofagasta,021,Sierra Gorda,02103
Cuarteles de Carabineros,RETEN SOCOMPA (F),Base,RETEN,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-68.29061666880575,-24.450410019705025,Antofagasta,02,Antofagasta,021,Antofagasta,02101
Cuarteles de Carabineros,RETEN TOCONAO (F),Base,RETEN,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-68.00555579915081,-23.186022730436324,Antofagasta,02,El Loa,022,San Pedro de Atacama,02203
Cuarteles de Carabineros,RETEN TOCONCE (F),Base,RETEN,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-68.16620940095598,-22.264487197040765,Antofagasta,02,El Loa,022,Calama,02201
Cuarteles de Carabineros,RETEN TOCORPURI (F),Base,RETEN,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-68.05837300011531,-22.4974509997471,Antofagasta,02,El Loa,022,San Pedro de Atacama,02203
Cuarteles de Carabineros,SUBCOM. ANTOFAGASTA NORTE,Base,SUBCOMISARIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.3806199996022,-23.58179999976081,Antofagasta,02,Antofagasta,021,Antofagasta,02101
Cuarteles de Carabineros,SUBCOM. I.A.T. ANTOFAGASTA,Base,SUBCOMISARIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.4026719999931,-23.51100400012696,Antofagasta,02,Antofagasta,021,Antofagasta,02101
Cuarteles de Carabineros,SUBCOM. SAN PEDRO ATACAMA (F),Base,SUBCOMISARIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-68.20050595116092,-22.91061127002987,Antofagasta,02,El Loa,022,San Pedro de Atacama,02203
Cuarteles de Carabineros,TENENCIA M. CARRETERA BAQUEDANO ANTOFAGASTA,Base,TENENCIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-69.83920109066787,-23.33170420840225,Antofagasta,02,Antofagasta,021,Sierra Gorda,02103
Cuarteles de Carabineros,TENENCIA MARIA ELENA (M.C),Base,TENENCIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-69.65795999971401,-22.344437000031803,Antofagasta,02,Tocopilla,023,María Elena,02302
Cuarteles de Carabineros,TENENCIA MEJILLONES,Base,TENENCIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.44533899966382,-23.101211999740674,Antofagasta,02,Antofagasta,021,Mejillones,02102
Cuarteles de Carabineros,ZONA DE CARABS. ANTOFAGASTA,Base,ZONA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.39889399987402,-23.648107999934226,Antofagasta,02,Antofagasta,021,Antofagasta,02101
Cuarteles de Carabineros,TENENCIA FREIRINA,Base,TENENCIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-71.07873300035065,-28.50856200015111,Atacama,03,Huasco,033,Freirina,03303
Cuarteles de Carabineros,SUBCOM. DIEGO DE ALMAGRO,Base,SUBCOMISARIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.04906000029315,-26.38878000028294,Atacama,03,Chañaral,032,Diego de Almagro,03202
Cuarteles de Carabineros,TENENCIA CARRETERA ATACAMA NORTE,Base,TENENCIA CARRETERAS,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.36443577810019,-27.342403087049114,Atacama,03,Copiapó,031,Copiapó,03101
Cuarteles de Carabineros,1RA. COM. CHANARAL,Base,COMISARIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.62160700730527,-26.34741197510423,Atacama,03,Chañaral,032,Chañaral,03201
Cuarteles de Carabineros,2DA. COM. COPIAPÓ,Base,COMISARIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.33145700029941,-27.367709999966344,Atacama,03,Copiapó,031,Copiapó,03101
Cuarteles de Carabineros,3RA. COM. VALLENAR,Base,COMISARIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.75833199973226,-28.578057999907024,Atacama,03,Huasco,033,Vallenar,03301
Cuarteles de Carabineros,4TA. COM. EL SALVADOR,Base,COMISARIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-69.62591905270352,-26.248946467969436,Atacama,03,Chañaral,032,Diego de Almagro,03202
Cuarteles de Carabineros,ZONA DE CARABS. ATACAMA,Base,ZONA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.32522600005782,-27.375020000348684,Atacama,03,Copiapó,031,Copiapó,03101
Cuarteles de Carabineros,PREFECTURA DE CARABS. ATACAMA,Base,PREFECTURA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.33136800016626,-27.36779799995076,Atacama,03,Copiapó,031,Copiapó,03101
Cuarteles de Carabineros,RETEN CARABINERO ALFREDO  ROZAS BUGUENO,Base,RETEN,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.75027900038646,-28.576392999811954,Atacama,03,Huasco,033,Vallenar,03301
Cuarteles de Carabineros,TENENCIA CARRETERA ATACAMA SUR,Base,TENENCIA CARRETERAS,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.78524419433334,-28.573189369319902,Atacama,03,Huasco,033,Vallenar,03301
Cuarteles de Carabineros,RETEN DOMEYKO,Base,RETEN,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.89562166465298,-28.955199649091185,Atacama,03,Huasco,033,Vallenar,03301
Cuarteles de Carabineros,RETEN EL SALADO,Base,RETEN,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.31710615102597,-26.42200103112736,Atacama,03,Chañaral,032,Chañaral,03201
Cuarteles de Carabineros,RETEN EL TRANSITO,Base,RETEN,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.28006999553834,-28.87675663623512,Atacama,03,Huasco,033,Alto del Carmen,03302
Cuarteles de Carabineros,RETEN CONAY (F),Base,RETEN,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.15399264747319,-28.973522098826315,Atacama,03,Huasco,033,Alto del Carmen,03302
Cuarteles de Carabineros,RETEN LAGUNA VERDE MARICUNGA (F),Base,RETEN,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-68.47006754468772,-26.89359087964171,Atacama,03,Copiapó,031,Copiapó,03101
Cuarteles de Carabineros,RETEN PAIPOTE,Base,RETEN,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.27150900008223,-27.41348299995245,Atacama,03,Copiapó,031,Copiapó,03101
Cuarteles de Carabineros,RETEN PEDRO LEON GALLO,Base,RETEN,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.312203000176,-27.36849799971899,Atacama,03,Copiapó,031,Copiapó,03101
Cuarteles de Carabineros,RETEN SACRAMENTO (F),Base,RETEN,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.10790219011936,-27.830625156976506,Atacama,03,Copiapó,031,Tierra Amarilla,03103
Cuarteles de Carabineros,RETEN SAN FELIX (F),Base,RETEN,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.46091785989677,-28.934336903941784,Atacama,03,Huasco,033,Alto del Carmen,03302
Cuarteles de Carabineros,RETEN TIERRA AMARILLA,Base,RETEN,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.2663989998794,-27.46995400029542,Atacama,03,Copiapó,031,Tierra Amarilla,03103
Cuarteles de Carabineros,SUBCOM. CALDERA (M),Base,SUBCOMISARIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.82041199963543,-27.069608999561282,Atacama,03,Copiapó,031,Caldera,03102
Cuarteles de Carabineros,SUBCOM. HUASCO (M),Base,SUBCOMISARIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-71.22496642947921,-28.462709459187465,Atacama,03,Huasco,033,Huasco,03304
Cuarteles de Carabineros,SUBCOM. I.A.T. COPIAPÓ,Base,SUBCOMISARIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.31155700005377,-27.39066399983779,Atacama,03,Copiapó,031,Copiapó,03101
Cuarteles de Carabineros,RETEN INCA DE ORO,Base,RETEN,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-69.9055538645079,-26.753322689845874,Atacama,03,Chañaral,032,Diego de Almagro,03202
Cuarteles de Carabineros,TENENCIA ALTO DEL CARMEN,Base,TENENCIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.48571737557886,-28.754140658135352,Atacama,03,Huasco,033,Alto del Carmen,03302
Cuarteles de Carabineros,TENENCIA CARRETERA ELQUI,Base,TENENCIA CARRETERAS,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-71.26713199948391,-29.82562700000734,Coquimbo,04,Elqui,041,La Serena,04101
Cuarteles de Carabineros,TENENCIA CARRETERA LIMARI,Base,TENENCIA CARRETERAS,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-71.49454900020594,-30.579114000407863,Coquimbo,04,Limarí,043,Ovalle,04301
Cuarteles de Carabineros,TENENCIA COQUIMBO ORIENTE,Base,TENENCIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-71.34126000009142,-29.988299999994776,Coquimbo,04,Elqui,041,Coquimbo,04102
Cuarteles de Carabineros,TENENCIA JUNTAS DEL TORO,Base,TENENCIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.09451063453713,-29.977061310985725,Coquimbo,04,Elqui,041,Vicuña,04106
Cuarteles de Carabineros,TENENCIA TONGOY,Base,TENENCIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-71.49247200020288,-30.25750099996298,Coquimbo,04,Elqui,041,Coquimbo,04102
Cuarteles de Carabineros,TENENCIA PAIHUANO,Base,TENENCIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.51650699959211,-30.029159999861808,Coquimbo,04,Elqui,041,Paiguano,04105
Cuarteles de Carabineros,TENENCIA PUNITAQUI,Base,TENENCIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-71.25774200013008,-30.833184999610797,Coquimbo,04,Limarí,043,Punitaqui,04304
Cuarteles de Carabineros,TENENCIA CARRETERA CHOAPA,Base,TENENCIA CARRETERAS,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-71.52217899981117,-31.703710999736725,Coquimbo,04,Choapa,042,Canela,04202
Cuarteles de Carabineros,TENENCIA LA HERRADURA,Base,TENENCIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-71.36050100047827,-29.986582999938797,Coquimbo,04,Elqui,041,Coquimbo,04102
Cuarteles de Carabineros,TENENCIA ANDACOLLO,Base,TENENCIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-71.081947999552,-30.233413999994852,Coquimbo,04,Elqui,041,Andacollo,04103
Cuarteles de Carabineros,RETEN TULAHUEN (F),Base,RETEN,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.76904073786463,-30.964644527941577,Coquimbo,04,Limarí,043,Monte Patria,04303
Cuarteles de Carabineros,SUBCOM. SALAMANCA,Base,SUBCOMISARIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.96516700021432,-31.779616000111208,Coquimbo,04,Choapa,042,Salamanca,04204
Cuarteles de Carabineros,1RA. COM. LA SERENA,Base,COMISARIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-71.2462789997749,-29.899473000441514,Coquimbo,04,Elqui,041,La Serena,04101
Cuarteles de Carabineros,2DA. COM. COQUIMBO,Base,COMISARIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-71.33822800023607,-29.957692999629543,Coquimbo,04,Elqui,041,Coquimbo,04102
Cuarteles de Carabineros,SUBCOM. TIERRAS BLANCAS,Base,SUBCOMISARIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-71.2559110002935,-29.961823000261877,Coquimbo,04,Elqui,041,Coquimbo,04102
Cuarteles de Carabineros,3RA. COM. OVALLE,Base,COMISARIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-71.19657999993245,-30.6042039998115,Coquimbo,04,Limarí,043,Ovalle,04301
Cuarteles de Carabineros,4TA. COM. ILLAPEL,Base,COMISARIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-71.16759000019213,-31.63315299984558,Coquimbo,04,Choapa,042,Illapel,04201
Cuarteles de Carabineros,5TA. COM. VICUNA,Base,COMISARIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.71001200050709,-30.03672700023486,Coquimbo,04,Elqui,041,Vicuña,04106
Cuarteles de Carabineros,6TA. COM. LAS COMPANIAS,Base,COMISARIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-71.23839500039902,-29.876795000323263,Coquimbo,04,Elqui,041,La Serena,04101
Cuarteles de Carabineros,ZONA DE CARABS. COQUIMBO,Base,ZONA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-71.24699700038155,-29.899648999786404,Coquimbo,04,Elqui,041,La Serena,04101
Cuarteles de Carabineros,PREFECTURA DE CARABS. COQUIMBO,Base,PREFECTURA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-71.24636000001904,-29.899230000215006,Coquimbo,04,Elqui,041,La Serena,04101
Cuarteles de Carabineros,RETEN CERRILLOS DE TAMAYA,Base,RETEN,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-71.40935312358944,-30.57910509886364,Coquimbo,04,Limarí,043,Ovalle,04301
Cuarteles de Carabineros,RETEN COGOTI 18 (F),Base,RETEN,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.95476438269853,-31.091053093880173,Coquimbo,04,Limarí,043,Combarbalá,04302
